0,300.0,12,90,rl
10,290.18888888888887,15,90,rl
20,280.9,15,90,rl
30,273.0111111111111,12,90,rl
40,265.6333333333333,9,90,rl
50,257.81111111111113,7,90,rl
60,249.24444444444444,8,90,rl
70,241.32222222222222,7,90,rl
80,232.82222222222222,8,90,rl
90,225.36666666666667,8,90,rl
100,217.57777777777778,7,90,rl
110,208.66666666666666,8,90,rl
120,199.8111111111111,10,90,rl
130,192.42222222222222,9,90,rl
140,183.0222222222222,11,90,rl
150,175.44444444444446,13,90,rl
160,167.9777777777778,13,90,rl
170,160.82222222222222,13,90,rl
180,151.87777777777777,15,90,rl
190,142.4111111111111,17,90,rl
200,136.38888888888889,15,90,rl
210,129.14444444444445,17,90,rl
220,121.35555555555555,18,90,rl
230,111.45555555555555,21,90,rl
240,102.1,24,90,rl
250,93.11111111111111,25,90,rl
260,91.12222222222222,21,90,rl
270,87.38888888888889,19,90,rl
280,81.97777777777777,18,90,rl
290,79.57777777777778,16,90,rl
300,70.58888888888889,18,90,rl
310,64.93333333333334,19,61,rl
320,59.111111111111114,20,59,rl
330,53.53333333333333,22,58,rl
340,49.63333333333333,23,54,rl
350,48.87777777777778,23,36,rl
360,47.611111111111114,24,35,rl
370,47.62222222222222,23,34,rl
380,46.8,23,32,rl
390,49.044444444444444,23,25,rl
400,47.455555555555556,24,22,rl
410,46.4,24,21,rl
420,44.87777777777778,26,21,rl
430,47.63333333333333,23,21,rl
440,46.82222222222222,24,21,rl
450,46.63333333333333,24,21,rl
460,47.62222222222222,24,21,rl
470,49.388888888888886,20,20,rl
480,50.166666666666664,21,20,rl
490,50.477777777777774,19,20,rl
500,49.3,21,20,rl
510,49.13333333333333,22,19,rl
520,48.7,22,19,rl
530,47.41111111111111,23,19,rl
540,46.477777777777774,24,19,rl
550,45.22222222222222,25,17,rl
560,45.48888888888889,23,17,rl
570,46.27777777777778,25,17,rl
580,44.4,28,17,rl
590,44.32222222222222,27,17,rl
600,45.977777777777774,25,17,rl
610,45.08888888888889,26,17,rl
620,43.2,29,17,rl
630,43.74444444444445,30,17,rl
640,42.81111111111111,31,17,rl
650,44.48888888888889,31,17,rl
660,44.544444444444444,30,17,rl
670,46.077777777777776,30,17,rl
680,46.78888888888889,29,17,rl
690,45.8,31,17,rl
700,45.17777777777778,31,17,rl
710,44.01111111111111,33,17,rl
720,44.733333333333334,31,17,rl
730,44.477777777777774,30,17,rl
740,43.48888888888889,31,17,rl
750,42.455555555555556,33,16,rl
760,41.111111111111114,35,16,rl
770,42.17777777777778,32,16,rl
780,42.58888888888889,32,16,rl
790,42.477777777777774,32,16,rl
800,43.01111111111111,32,16,rl
810,41.977777777777774,34,16,rl
820,40.21111111111111,37,16,rl
830,38.9,39,16,rl
840,38.91111111111111,40,16,rl
850,41.477777777777774,39,16,rl
860,41.22222222222222,39,16,rl
870,42.87777777777778,37,16,rl
880,41.93333333333333,38,15,rl
890,43.13333333333333,37,15,rl
900,42.21111111111111,39,15,rl
910,40.544444444444444,42,15,rl
920,40.36666666666667,42,15,rl
930,39.17777777777778,45,14,rl
940,41.455555555555556,42,14,rl
950,40.6,43,14,rl
960,40.144444444444446,45,14,rl
970,40.333333333333336,45,14,rl
980,39.17777777777778,47,14,rl
990,38.93333333333333,49,14,rl
1000,38.67777777777778,51,14,rl
0,300.0,12,90,greedy
10,290.2111111111111,15,90,greedy
20,281.02222222222224,14,90,greedy
30,272.75555555555553,11,90,greedy
40,264.6333333333333,8,90,greedy
50,255.74444444444444,9,90,greedy
60,248.04444444444445,9,90,greedy
70,238.1,12,90,greedy
80,230.17777777777778,12,90,greedy
90,221.62222222222223,13,90,greedy
100,214.2,13,90,greedy
110,205.66666666666666,14,90,greedy
120,197.0,16,90,greedy
130,189.33333333333334,16,90,greedy
140,180.8,15,90,greedy
150,172.16666666666666,16,90,greedy
160,162.61111111111111,18,90,greedy
170,152.62222222222223,21,90,greedy
180,148.23333333333332,18,90,greedy
190,138.23333333333332,21,90,greedy
200,129.2111111111111,22,90,greedy
210,119.65555555555555,25,90,greedy
220,109.71111111111111,28,90,greedy
230,101.82222222222222,28,90,greedy
240,95.17777777777778,29,90,greedy
250,86.88888888888889,28,90,greedy
260,77.22222222222223,29,90,greedy
270,68.23333333333333,32,90,greedy
280,62.955555555555556,28,90,greedy
290,55.32222222222222,29,90,greedy
300,48.05555555555556,30,75,greedy
310,44.5,30,32,greedy
320,43.7,30,32,greedy
330,41.388888888888886,32,28,greedy
340,39.67777777777778,33,26,greedy
350,38.21111111111111,34,24,greedy
360,35.56666666666667,38,23,greedy
370,34.333333333333336,39,21,greedy
380,34.922222222222224,39,20,greedy
390,33.233333333333334,42,19,greedy
400,31.133333333333333,45,19,greedy
410,30.755555555555556,45,18,greedy
420,29.166666666666668,48,17,greedy
430,28.633333333333333,49,16,greedy
440,27.6,50,15,greedy
450,25.933333333333334,54,14,greedy
460,25.07777777777778,55,14,greedy
470,24.455555555555556,55,13,greedy
480,23.511111111111113,58,12,greedy
490,23.177777777777777,58,12,greedy
500,23.11111111111111,58,12,greedy
510,22.455555555555556,60,12,greedy
520,21.366666666666667,62,11,greedy
530,20.177777777777777,65,10,greedy
540,20.966666666666665,66,10,greedy
550,19.955555555555556,68,9,greedy
560,19.488888888888887,69,9,greedy
570,18.944444444444443,72,9,greedy
580,18.38888888888889,73,9,greedy
590,18.68888888888889,74,8,greedy
600,17.9,77,8,greedy
610,17.011111111111113,80,8,greedy
620,16.77777777777778,81,8,greedy
630,16.42222222222222,83,8,greedy
640,15.977777777777778,85,8,greedy
650,16.177777777777777,85,8,greedy
660,15.677777777777777,88,7,greedy
670,14.933333333333334,91,6,greedy
680,14.555555555555555,93,6,greedy
690,14.21111111111111,96,6,greedy
700,14.344444444444445,97,6,greedy
710,14.055555555555555,99,5,greedy
720,14.522222222222222,102,5,greedy
730,14.188888888888888,104,5,greedy
740,13.933333333333334,106,5,greedy
750,15.6,107,5,greedy
760,15.477777777777778,109,5,greedy
770,15.166666666666666,111,5,greedy
780,14.88888888888889,114,5,greedy
790,14.333333333333334,117,5,greedy
800,15.766666666666667,117,5,greedy
810,15.322222222222223,120,5,greedy
820,15.044444444444444,122,5,greedy
830,15.311111111111112,122,5,greedy
840,14.755555555555556,126,5,greedy
850,14.2,129,5,greedy
860,13.88888888888889,131,5,greedy
870,14.78888888888889,133,5,greedy
880,14.822222222222223,134,5,greedy
890,15.28888888888889,135,5,greedy
900,15.311111111111112,137,5,greedy
910,14.988888888888889,139,5,greedy
920,15.688888888888888,139,5,greedy
930,15.433333333333334,142,5,greedy
940,15.122222222222222,144,5,greedy
950,15.266666666666667,145,5,greedy
960,15.533333333333333,148,5,greedy
970,15.3,150,5,greedy
980,14.744444444444444,153,5,greedy
990,16.3,152,5,greedy
1000,15.9,154,5,greedy
0,300.0,12,90,cooperative
10,290.23333333333335,15,90,cooperative
20,280.84444444444443,15,90,cooperative
30,272.4888888888889,14,90,cooperative
40,265.23333333333335,11,90,cooperative
50,256.3333333333333,12,90,cooperative
60,249.15555555555557,11,90,cooperative
70,240.86666666666667,12,90,cooperative
80,233.61111111111111,11,90,cooperative
90,225.66666666666666,11,90,cooperative
100,218.23333333333332,10,90,cooperative
110,209.53333333333333,12,90,cooperative
120,199.64444444444445,16,90,cooperative
130,191.5,17,90,cooperative
140,183.56666666666666,18,90,cooperative
150,178.2111111111111,17,90,cooperative
160,172.95555555555555,15,90,cooperative
170,167.1888888888889,15,90,cooperative
180,160.15555555555557,16,90,cooperative
190,156.0888888888889,13,90,cooperative
200,146.63333333333333,15,90,cooperative
210,139.37777777777777,17,90,cooperative
220,130.7888888888889,17,90,cooperative
230,121.4,19,90,cooperative
240,113.32222222222222,19,90,cooperative
250,103.36666666666666,22,90,cooperative
260,94.88888888888889,22,90,cooperative
270,85.1,26,90,cooperative
280,77.93333333333334,27,90,cooperative
290,70.77777777777777,28,90,cooperative
300,63.2,31,90,cooperative
310,56.833333333333336,32,79,cooperative
320,54.166666666666664,30,77,cooperative
330,48.56666666666667,32,74,cooperative
340,42.9,34,72,cooperative
350,37.266666666666666,37,40,cooperative
360,35.25555555555555,40,38,cooperative
370,37.644444444444446,36,34,cooperative
380,35.766666666666666,36,31,cooperative
390,33.01111111111111,40,27,cooperative
400,32.91111111111111,41,27,cooperative
410,35.077777777777776,41,26,cooperative
420,40.32222222222222,39,26,cooperative
430,38.22222222222222,41,26,cooperative
440,36.63333333333333,42,25,cooperative
450,43.766666666666666,39,24,cooperative
460,42.77777777777778,40,24,cooperative
470,42.0,39,24,cooperative
480,40.56666666666667,41,24,cooperative
490,38.75555555555555,43,24,cooperative
